guest_id,spa_affinity_score,adventure_affinity_score,culture_affinity_score,dining_affinity_score,travel_type,budget_segment,stay_duration_days,weather_condition,rain_probability,event_category,event_popularity_score,event_indoor_flag,attraction_rating,seasonal_tourism_index,weather_activity_match,event_preference_alignment,overall_experience_score,recommended_experience,temperature
1636,0.0407460406882731,0.9115278142714698,0.4931339065091182,0.144107259703299,Couple,Mid-range,5,Rainy,14,Sports Event,33,1,3.7,26,0.1178335005240845,0.115437507735012,62,Food Experience,37.0
1637,0.8880165709889908,0.4265262477571813,0.7029984511873063,0.5787941642825788,Family,Mid-range,2,Sunny,98,Music Festival,89,0,4.7,96,0.9557940201314304,0.9115674435369472,91,City Tour,36.0
1638,0.499919911321125,0.6893697281908897,0.0590583603013987,0.3925719930243045,Family,Mid-range,11,Cloudy,6,Music Festival,59,1,4.3,78,0.5400131008452045,0.3386504013027287,94,Adventure Trek,27.0
1639,0.7706407777732968,0.2394821887263553,0.7017314668190018,0.1363867994066265,Solo,Mid-range,4,Snowy,50,Music Festival,57,1,4.4,2,0.8353763033725514,0.0269133963269624,78,Food Experience,17.0
1640,0.8147229155296112,0.6734220733286235,0.9642866500028564,0.8468399028964911,Solo,Luxury,4,Snowy,99,Wellness Expo,13,1,5.0,94,0.7947860816773051,0.4824441137385755,21,Cultural Museum Visit,25.0
1641,0.2601588243750133,0.2172357983892099,0.5906742404953826,0.8302888388173244,Business,Mid-range,12,Snowy,51,Food Carnival,33,0,3.9,27,0.5049285906911962,0.8553651942300431,97,Adventure Trek,16.0
1642,0.740687828846166,0.7026497937534384,0.0362743985829614,0.7922294229573194,Couple,Mid-range,3,Cloudy,95,Cultural Fair,84,0,3.6,57,0.1383618524677947,0.4080547173738895,69,Cultural Museum Visit,16.0
1643,0.4337027106553407,0.6466851397629398,0.9000424143815288,0.9783017867710088,Business,Budget,2,Snowy,11,Sports Event,83,0,4.0,10,0.3323610606791007,0.8052521432486374,34,City Tour,23.0
1644,0.9350746088851932,0.08735335932076,0.793506714462971,0.8128423297635102,Solo,Budget,7,Rainy,58,Cultural Fair,3,1,4.4,7,0.2395539403755739,0.7730667561912199,18,Indoor Wellness Retreat,31.0
1645,0.0269965277749594,0.6828014494664324,0.7343586429029333,0.5529177675756607,Solo,Budget,14,Snowy,78,Sports Event,24,0,3.6,30,0.4154221836951215,0.9328950042225118,63,Adventure Trek,22.0
1646,0.5957941772804981,0.1899865744959207,0.5410116072238813,0.8400421128574218,Family,Mid-range,10,Snowy,14,Food Carnival,99,1,4.7,20,0.4523724009161859,0.1126374544598658,80,Adventure Trek,31.0
1647,0.2885863576297223,0.5846440077017387,0.3732204805574564,0.5745065294881363,Business,Mid-range,9,Rainy,72,Music Festival,67,0,4.4,60,0.8136496393786721,0.6246552266436443,13,Food Experience,32.0
1648,0.8235581011998305,0.8618809354115679,0.4352311036931999,0.932304278009566,Family,Budget,10,Cloudy,11,Wellness Expo,38,0,3.6,49,0.0553225431111223,0.5046073326489452,10,Adventure Trek,35.0
1649,0.3765327703874171,0.7822583234218985,0.4700448204478178,0.9763348181528494,Couple,Budget,1,Sunny,76,Food Carnival,10,0,4.6,40,0.4605424689024794,0.0038953786123467,22,Food Experience,25.0
1650,0.8989966110023396,0.4674915748597319,0.7427693318533649,0.4052011160365397,Family,Budget,8,Sunny,63,Cultural Fair,60,0,4.4,15,0.8122623070304671,0.0812946516888286,32,Indoor Wellness Retreat,11.0
1651,0.1045569293124301,0.9310028700624722,0.778711273965975,0.0469139540806411,Business,Luxury,14,Snowy,52,Food Carnival,66,1,4.0,37,0.6281909503831037,0.5465120638110603,17,City Tour,14.0
1652,0.8341842032394501,0.6181476864654879,0.935760564282308,0.0085637024226298,Family,Budget,14,Sunny,45,Music Festival,38,0,4.2,48,0.386739001548798,0.0972502145354458,54,Food Experience,39.0
1653,0.0573053291527232,0.1518161495080565,0.5027365480568691,0.2890475456989992,Family,Luxury,2,Rainy,10,Sports Event,24,0,3.9,74,0.8399797287035722,0.5648301352098505,90,Spa Package,17.0
1654,0.9031006523344162,0.8966951489860644,0.8321948179560159,0.9541284817990298,Family,Mid-range,10,Sunny,75,Wellness Expo,98,1,3.9,45,0.0875915961392365,0.8082843445040329,68,Adventure Trek,30.0
1655,0.755022861360166,0.9554785180350004,0.5889674616277667,0.2022612751358693,Business,Luxury,7,Cloudy,74,Cultural Fair,56,1,3.6,56,0.4630411564155885,0.0691311934842958,31,Food Experience,10.0
1656,0.262969671498805,0.6800799435483059,0.8110758524075984,0.2708135259705525,Family,Mid-range,4,Snowy,86,Music Festival,84,1,4.7,91,0.7007858018800747,0.7015340984700841,4,City Tour,39.0
1657,0.4630883091328417,0.9261462205240928,0.2765020143728025,0.7022068677512837,Business,Budget,1,Rainy,31,Sports Event,19,1,4.4,37,0.3086468041756132,0.1629122293273297,57,City Tour,37.0
1658,0.7804119373807131,0.7764228244998057,0.5498770446037665,0.492313843689986,Family,Luxury,8,Sunny,29,Wellness Expo,1,0,4.6,2,0.0046860551947129,0.7986169050891005,48,Cultural Museum Visit,16.0
1659,0.2894570810381387,0.9802733933988376,0.5216877423619132,0.8154057944545272,Family,Luxury,9,Sunny,56,Music Festival,4,1,4.7,43,0.9335552951177756,0.6261941194350588,2,Indoor Wellness Retreat,17.0
1660,0.988285241551452,0.9819973976849676,0.4255821471860296,0.4756545516850029,Business,Budget,3,Snowy,25,Wellness Expo,9,1,4.4,98,0.5094803292928436,0.0915025083212196,12,Spa Package,31.0
1661,0.9376118891106598,0.4068383140465089,0.5398137893369138,0.3282827149259126,Solo,Budget,9,Cloudy,80,Wellness Expo,77,0,4.9,80,0.1150849065962035,0.3431312607114661,10,Spa Package,17.0
1662,0.235145785184026,0.4159516438893381,0.9809202256454698,0.4820447407274497,Business,Luxury,12,Snowy,76,Food Carnival,9,1,3.8,22,0.6565921383964511,0.0188714903163926,11,Cultural Museum Visit,36.0
1663,0.2964632586315308,0.8742178686486685,0.0977226193902844,0.9931619611978344,Business,Budget,12,Cloudy,52,Sports Event,72,0,4.2,30,0.945938813144832,0.3301566908229829,28,City Tour,17.0
1664,0.9258934311809608,0.480572815159429,0.0726738713888037,0.2378372782885023,Business,Budget,11,Cloudy,16,Cultural Fair,26,0,5.0,33,0.5389491271915364,0.2401385785764928,11,Food Experience,20.0
1665,0.3419360928087684,0.8143989115468557,0.5153302734584208,0.5221193520595627,Couple,Budget,13,Cloudy,51,Cultural Fair,18,1,4.1,8,0.2049494604952579,0.042424223262477,38,Indoor Wellness Retreat,31.0
1666,0.721298627177089,0.3152411715328617,0.4208995805396331,0.7541758119625884,Business,Budget,9,Sunny,41,Wellness Expo,50,0,4.6,3,0.7169401023938963,0.257626028728866,82,Food Experience,29.0
1667,0.370128297971143,0.6711474597508967,0.0510287966203547,0.0224845016275263,Business,Luxury,8,Rainy,89,Food Carnival,90,1,4.7,84,0.7808104418229109,0.3803845433643067,47,City Tour,31.0
1668,0.2668490172806194,0.376141830319901,0.1317499456385741,0.8470089569333358,Solo,Luxury,11,Snowy,36,Sports Event,26,1,4.2,90,0.3952710137341753,0.7043065070475244,94,City Tour,10.0
1669,0.1679588014523884,0.310647881246474,0.2623896345801269,0.4890006256264305,Family,Mid-range,6,Rainy,56,Music Festival,10,0,4.2,96,0.0676611290231473,0.8030830235858354,96,Food Experience,20.0
1670,0.2846719499150089,0.3906452674025211,0.3670600261463949,0.39120235432204,Business,Mid-range,13,Cloudy,13,Music Festival,0,0,4.7,56,0.7958276045768844,0.3344294609541395,96,Spa Package,37.0
1671,0.5391636364233207,0.8027542718211388,0.0995348161550756,0.8049647248949517,Family,Budget,11,Sunny,46,Sports Event,84,0,4.8,68,0.2035263881134882,0.4698641021309547,88,Spa Package,12.0
1672,0.0849114832953451,0.0279236241004711,0.5112077227005315,0.4374010353029988,Business,Luxury,3,Sunny,65,Cultural Fair,77,1,4.3,12,0.3901396570082575,0.0155390924496789,39,Food Experience,19.0
1673,0.2976695061095832,0.7007288318821064,0.0846313787590036,0.7500188822714224,Solo,Luxury,10,Rainy,99,Wellness Expo,86,1,3.6,95,0.1502705903546493,0.4853697767652548,48,Indoor Wellness Retreat,39.0
1674,0.7682666208790853,0.9011253526507988,0.4173802232217078,0.1140153584756249,Business,Budget,4,Snowy,10,Cultural Fair,82,1,4.1,92,0.8804473395016765,0.7804628121267386,55,Indoor Wellness Retreat,12.0
1675,0.3622665798388024,0.8351395597038325,0.4797485648253765,0.4251056358840425,Couple,Luxury,10,Sunny,37,Cultural Fair,82,0,4.8,82,0.2170026799431358,0.9675570471908987,45,Cultural Museum Visit,24.0
1676,0.6970780173079805,0.665541381052763,0.3026163573704508,0.3947829715447541,Couple,Luxury,4,Sunny,53,Wellness Expo,63,0,4.8,3,0.3134635010136456,0.6254652717796709,74,City Tour,36.0
1677,0.4248701445708526,0.8347131220293627,0.0290255177756795,0.957653209397776,Couple,Budget,5,Rainy,82,Cultural Fair,95,0,4.9,21,0.2004390931994759,0.0185564319050567,34,Spa Package,30.0
1678,0.8077043066121886,0.1649333418308353,0.4034378494858197,0.2481590585472859,Couple,Luxury,12,Rainy,13,Food Carnival,13,1,3.7,68,0.9397391541664776,0.7057830070018337,54,Indoor Wellness Retreat,26.0
1679,0.3967307574436161,0.7189380411209009,0.2304345382785704,0.6719460679209115,Couple,Luxury,4,Sunny,8,Sports Event,41,1,3.7,52,0.8561512141614797,0.4661157042078737,82,Cultural Museum Visit,16.0
1680,0.8082746134469537,0.9942716569622752,0.7343725284965916,0.058206557350081,Business,Luxury,3,Sunny,82,Music Festival,76,1,4.0,17,0.8459824248431347,0.202898846382469,11,Food Experience,29.0
1681,0.5710323748424053,0.8402057543864377,0.7331403510685215,0.7978791034081765,Solo,Mid-range,14,Rainy,29,Food Carnival,16,1,3.9,60,0.2104973940194753,0.7774149140796321,90,City Tour,17.0
1682,0.7455174420121164,0.4682585973891832,0.6226085058779935,0.5092313158107035,Couple,Luxury,7,Sunny,44,Cultural Fair,14,0,4.2,18,0.5008157269626792,0.7875093470806453,99,Spa Package,26.0
1683,0.6831666041495531,0.5250613695093139,0.4598238174196228,0.2975101276488414,Solo,Mid-range,7,Snowy,21,Music Festival,0,0,3.9,43,0.8307439576101614,0.3834812961292513,28,Spa Package,13.0
1684,0.7396417939891385,0.2834582742592173,0.1256768471117462,0.2328359222066701,Couple,Luxury,7,Sunny,32,Wellness Expo,23,0,3.8,63,0.0403249037038816,0.8725686420916607,16,City Tour,21.0
1685,0.919407087099962,0.1406394326251807,0.8273082110912316,0.0908999554450912,Couple,Luxury,10,Sunny,98,Food Carnival,79,1,4.4,19,0.5485583489859949,0.9869528671041488,11,Indoor Wellness Retreat,30.0
1686,0.3832267978278154,0.5769764221679358,0.3342404311313975,0.832431944528632,Business,Mid-range,6,Cloudy,42,Sports Event,57,1,3.6,65,0.862640796308028,0.6474241354062874,93,Adventure Trek,14.0
1687,0.2114351256243494,0.1402284244092523,0.9269498931326628,0.6311513862506719,Solo,Budget,6,Rainy,30,Music Festival,76,1,3.8,21,0.3685323390260673,0.7987536025564278,12,Cultural Museum Visit,27.0
1688,0.5333916519959623,0.0127872986801534,0.8912739420328059,0.2591535854908385,Couple,Luxury,8,Sunny,35,Sports Event,81,0,3.5,20,0.4858733201555808,0.4103159649422501,20,City Tour,26.0
1689,0.8451583066620957,0.2245916396438968,0.5611787957679961,0.1381705854131651,Family,Mid-range,8,Snowy,85,Sports Event,41,0,3.8,79,0.033835486490247,0.67048810679825,39,Food Experience,19.0
1690,0.1036835433090735,0.5254139552101771,0.2407137308480964,0.5575389415285226,Family,Mid-range,3,Sunny,47,Food Carnival,26,0,3.6,41,0.1018250283557715,0.4531989736229214,97,City Tour,33.0
1691,0.2723831620547914,0.8580793394821501,0.968585580374948,0.8745309859175913,Business,Luxury,9,Snowy,2,Sports Event,82,1,4.0,30,0.9335307644217165,0.7387338771024744,77,Spa Package,31.0
1692,0.7323359787806305,0.9507997975398186,0.1635749317593698,0.4720407878333186,Solo,Mid-range,12,Cloudy,4,Sports Event,88,0,3.8,78,0.4034669907742969,0.3945873985651091,4,City Tour,14.0
1693,0.2798452101702146,0.7978441319931423,0.947761980881256,0.6471772551368066,Business,Budget,4,Cloudy,46,Wellness Expo,56,1,4.0,89,0.1754454397266773,0.841284963049003,45,Cultural Museum Visit,24.0
1694,0.6053004073129773,0.7995082495520327,0.4787817910088959,0.2323965545258014,Solo,Mid-range,8,Cloudy,5,Cultural Fair,46,1,4.1,78,0.7842033434693053,0.2298860553751897,81,Spa Package,33.0
1695,0.6577719809304396,0.605908700442278,0.635884895496059,0.458460256500556,Business,Mid-range,10,Sunny,58,Wellness Expo,20,0,3.7,65,0.5350112737670232,0.6648935353968141,8,Spa Package,11.0
1696,0.8166838243952257,0.0892317988066322,0.2516639122297005,0.4277535038244773,Family,Mid-range,3,Snowy,63,Food Carnival,9,0,5.0,86,0.0816294304047512,0.6346980226507849,32,City Tour,13.0
1697,0.7022871885504732,0.1851740055225632,0.7868797175957294,0.7390147442231174,Couple,Mid-range,6,Snowy,10,Music Festival,66,1,3.9,55,0.7113143606879931,0.9911107572049956,6,Food Experience,11.0
1698,0.4556219167517226,0.4837101859153598,0.3604268456294858,0.3635705835091184,Couple,Budget,7,Snowy,87,Food Carnival,66,0,4.7,55,0.3824607638101249,0.203345782421609,61,Spa Package,39.0
1699,0.5827310352207821,0.6736047395352268,0.3579006804110748,0.6702738092832453,Family,Budget,4,Sunny,62,Cultural Fair,64,0,4.1,91,0.916589124974642,0.5895251791295627,81,Indoor Wellness Retreat,32.0
1700,0.0840279810876674,0.5073255804390672,0.3511438368327014,0.1566277810643637,Family,Luxury,2,Rainy,81,Music Festival,88,0,4.6,92,0.5274786840797008,0.9745176672710866,6,Food Experience,26.0
1701,0.8491834016320684,0.7856782450556807,0.3138144331919146,0.4033690268042182,Couple,Luxury,7,Rainy,2,Sports Event,19,1,4.4,55,0.4222877306615036,0.8778043742693986,10,Cultural Museum Visit,25.0
1702,0.0196200757727634,0.5450498326309415,0.4304727441204169,0.2675618735466847,Family,Budget,7,Sunny,37,Wellness Expo,76,0,5.0,51,0.2271057047820442,0.7707544810798174,0,Cultural Museum Visit,17.0
1703,0.1126298257520637,0.376591745466055,0.4690258860593084,0.9145880728520416,Business,Mid-range,4,Snowy,75,Sports Event,51,1,4.5,56,0.2828360702457626,0.1122945538489315,70,City Tour,20.0
1704,0.9763418099849102,0.1223033248979231,0.7315888380831985,0.4370995565550895,Business,Budget,10,Sunny,51,Food Carnival,8,1,4.1,69,0.5894479778229613,0.0161893402059093,59,Spa Package,29.0
1705,0.0548475726647849,0.3983763477917813,0.13131496462309,0.1528251287989297,Family,Mid-range,8,Cloudy,28,Music Festival,37,1,4.0,51,0.7996590777308265,0.4709379197693676,76,Spa Package,38.0
1706,0.4937301365866724,0.5315528052611461,0.4056605889642961,0.8764910421421823,Couple,Budget,2,Cloudy,42,Music Festival,97,1,4.8,36,0.8441672796998114,0.729360050694895,12,Adventure Trek,18.0
1707,0.3207844565516646,0.3890303581735912,0.9651086441850896,0.9591672049024036,Solo,Luxury,2,Cloudy,3,Food Carnival,46,1,4.4,44,0.7445796353728672,0.6737038641807832,48,Food Experience,31.0
1708,0.4547771036809021,0.5786738546549968,0.9857937858208492,0.3276400261998441,Business,Luxury,3,Sunny,69,Sports Event,42,0,4.8,8,0.7107673372821679,0.797360654863579,46,Food Experience,21.0
1709,0.7295733328668583,0.5694821612090286,0.3531424862128328,0.9761466125419048,Business,Budget,2,Snowy,47,Cultural Fair,69,1,3.6,24,0.1017321653824265,0.4726845712879342,56,Adventure Trek,25.0
1710,0.4855442543820415,0.260383519587114,0.2676146983642806,0.935446560435144,Family,Mid-range,7,Snowy,21,Music Festival,55,1,4.5,95,0.3259185980384672,0.9758977653805974,36,Cultural Museum Visit,17.0
1711,0.8842907888931838,0.9529292174242172,0.461097073016223,0.2519612653557618,Solo,Mid-range,14,Snowy,2,Music Festival,38,0,4.4,30,0.830055396265347,0.4314100606762772,56,Cultural Museum Visit,10.0
1712,0.1556395315504375,0.3861624389270129,0.6645637863681298,0.8667238035834143,Business,Mid-range,4,Sunny,38,Sports Event,57,0,4.1,19,0.2331432878907996,0.0481365731701907,66,Indoor Wellness Retreat,17.0
1713,0.397328474581766,0.0025236296947581,0.8327882621261414,0.3917859294961987,Couple,Budget,2,Cloudy,74,Music Festival,11,0,4.6,85,0.5629484054362842,0.1809763422193396,58,Cultural Museum Visit,37.0
1714,0.6990664374972706,0.7441813024089243,0.3086125697000629,0.347973565891981,Family,Luxury,1,Sunny,99,Wellness Expo,48,1,3.8,77,0.6398835004712571,0.4693701008986226,57,Indoor Wellness Retreat,12.0
1715,0.6550380750085111,0.3413414782091221,0.1200571308587761,0.4662894812296965,Solo,Luxury,2,Sunny,40,Wellness Expo,81,1,4.3,47,0.9201866764104694,0.0359628192224021,23,City Tour,35.0
1716,0.8523246950365546,0.1719353776528942,0.0322734303314589,0.389098371744069,Family,Luxury,10,Cloudy,65,Food Carnival,0,0,4.1,19,0.6642151074656342,0.1157626599085243,53,City Tour,13.0
1717,0.8375225367391061,0.1869512498150727,0.9788555780347888,0.0304905072461545,Family,Luxury,12,Snowy,83,Cultural Fair,27,1,4.9,99,0.3251102647710167,0.4733551479864342,68,City Tour,17.0
1718,0.7996465856051932,0.529344504559024,0.2596549180589907,0.692869658174351,Couple,Luxury,3,Sunny,68,Wellness Expo,4,0,4.2,34,0.6662748133907385,0.2826710431293668,90,Adventure Trek,10.0
1719,0.3953050021307311,0.9275374735111944,0.7724838803632285,0.0079388288235345,Couple,Budget,5,Sunny,82,Music Festival,45,0,3.9,95,0.560660411240083,0.9630394092620024,18,Cultural Museum Visit,15.0
1720,0.8297367373262386,0.2266379041570427,0.9929922918704062,0.0824863144380918,Family,Mid-range,13,Snowy,79,Cultural Fair,88,0,3.9,99,0.6715649679237699,0.2305026101099878,55,Adventure Trek,17.0
1721,0.1382101881725201,0.89958737516652,0.6642376201064222,0.1171227535147967,Family,Mid-range,10,Cloudy,56,Sports Event,0,0,4.6,12,0.7327732929967127,0.9194107274436908,98,Food Experience,32.0
1722,0.6905848040684107,0.2574210732404496,0.9314395803440286,0.422238435540776,Solo,Budget,5,Snowy,66,Sports Event,25,0,4.4,79,0.8652404273730329,0.4944797078535646,36,Food Experience,38.0
1723,0.5331364367781247,0.4805226128518604,0.6047988371034245,0.8621130402669245,Family,Budget,2,Cloudy,89,Cultural Fair,17,0,4.6,79,0.6323976474880698,0.1638900053495156,60,Cultural Museum Visit,33.0
1724,0.1397069193351308,0.7312933233594326,0.3216808085401066,0.8414838026899017,Business,Budget,3,Snowy,52,Wellness Expo,7,0,4.2,52,0.951138274743894,0.4261683670293641,91,City Tour,10.0
1725,0.7472628742190954,0.8475850508652902,0.7720169145416002,0.2252164905383389,Business,Luxury,4,Cloudy,1,Sports Event,26,0,4.7,10,0.7975762698332521,0.5836262222486914,59,Spa Package,16.0
1726,0.104684835488606,0.8063409904381821,0.9483437331088342,0.9165301833223776,Family,Mid-range,13,Rainy,6,Food Carnival,8,0,4.1,92,0.8269624507478235,0.6962747333020086,41,Spa Package,30.0
1727,0.2701772007262457,0.3523146205141061,0.7111065466714162,0.875753758265202,Business,Luxury,10,Rainy,95,Wellness Expo,27,0,3.9,82,0.7332158429611313,0.2447596249577267,35,Cultural Museum Visit,32.0
1728,0.976715493006471,0.7978396762990847,0.642182350438957,0.4244633394177121,Family,Mid-range,3,Snowy,64,Sports Event,91,1,4.1,8,0.1200730032494401,0.1567095983812899,49,Indoor Wellness Retreat,29.0
1729,0.753537002233195,0.7699235200698862,0.2766420204968675,0.9912945483713744,Family,Mid-range,11,Cloudy,2,Music Festival,66,1,4.7,97,0.381657032426324,0.98624719249016,35,Food Experience,19.0
1730,0.4356190246163113,0.2497988258394419,0.215033269904899,0.7431700889599457,Solo,Mid-range,3,Cloudy,97,Food Carnival,70,1,4.8,99,0.1978726455197166,0.5841982527115743,11,Food Experience,17.0
1731,0.1818770580086874,0.9632547343977992,0.8919911484135845,0.0283601851025585,Couple,Mid-range,14,Snowy,50,Cultural Fair,32,1,4.6,89,0.974066073933432,0.0016028116955844,73,Spa Package,35.0
1732,0.7842525991846416,0.7589778642621138,0.0594515120125875,0.6122963417342939,Business,Budget,14,Sunny,4,Cultural Fair,86,0,4.6,50,0.8791530550992585,0.4149722111225659,60,City Tour,29.0
1733,0.1579963606290467,0.0289830358139904,0.6999489575391016,0.7030537136767598,Business,Budget,14,Cloudy,61,Cultural Fair,95,0,4.2,97,0.944031769747808,0.1761150090184912,92,Cultural Museum Visit,30.0
1734,0.0444702699482336,0.6291929084501678,0.1577984698089927,0.6787767626021121,Solo,Budget,7,Sunny,33,Music Festival,8,1,4.2,27,0.08135220734137,0.5741544614385302,63,City Tour,11.0
1735,0.6414056262844414,0.9783381686506653,0.2708197454246612,0.6755146865963025,Family,Budget,11,Rainy,73,Music Festival,6,1,3.7,60,0.9330068507542238,0.5195751733472879,21,Indoor Wellness Retreat,37.0
