guest_id,spa_affinity_score,adventure_affinity_score,culture_affinity_score,dining_affinity_score,travel_type,budget_segment,stay_duration_days,weather_condition,temparature,rain_probability,event_category,event_popularity_score,event_indoor_flag,attraction_rating,seasonal_tourism_index,weather_activity_match,event_preference_alignment,overall_experience_score,recommended_experience,temperature
1165,0.40522820534895665,0.7511824391106408,0.5128600628304761,0.8327594003453099,Family,Luxury,10,Cloudy,,54,Cultural Fair,88,1,4.7,78,0.32657648218054747,0.4203422243465498,50,Cultural Museum Visit,33.0
1166,0.9823568297333833,0.11933826542142523,0.7212359259140657,0.5581734291581693,Solo,Luxury,3,Cloudy,,40,Food Carnival,60,1,4.0,99,0.5849996001557453,0.35697304104618677,38,Indoor Wellness Retreat,18.0
1167,0.6867576868606551,0.543665510146957,0.45081909602099735,0.8599761803685337,Business,Mid-range,3,Sunny,,18,Cultural Fair,63,1,4.2,32,0.9062096670981274,0.5004499307054686,58,Cultural Museum Visit,17.0
1168,0.8381120523358628,0.956000852825527,0.3259023170788512,0.9315155201061264,Family,Budget,9,Snowy,,64,Wellness Expo,53,0,3.8,37,0.8259792542898249,0.8539821527574697,84,Food Experience,25.0
1169,0.8961374567099387,0.028149669263543342,0.15187714049409407,0.7308470766470238,Couple,Budget,7,Sunny,,81,Music Festival,5,0,4.2,37,0.5010020703675487,0.37695363870444276,20,Cultural Museum Visit,37.0
1170,0.43287646926170575,0.637470321398853,0.9154590350912591,0.0534750999937621,Business,Luxury,7,Cloudy,,60,Cultural Fair,15,0,4.8,48,0.1985092150157609,0.5361641634600834,32,Indoor Wellness Retreat,14.0
1171,0.8081427440702112,0.35248515660767155,0.4196314481488017,0.18331755509569347,Business,Mid-range,11,Sunny,,11,Wellness Expo,86,0,4.4,38,0.524407892947278,0.3412729674773398,2,Food Experience,26.0
1172,0.1546274588647567,0.5820081898397973,0.9262167994270416,0.39237688912562296,Business,Luxury,9,Sunny,,89,Sports Event,51,0,3.8,95,0.9555425362412152,0.7154693650851524,28,City Tour,18.0
1173,0.1524922333810872,0.0007750242148751862,0.2918941124896949,0.024748973451320544,Couple,Mid-range,9,Sunny,,30,Food Carnival,32,0,3.6,65,0.479528468119787,0.4296797260225492,90,Cultural Museum Visit,23.0
1174,0.9354998270472953,0.6404484747445124,0.5458238196595513,0.30845729199791005,Family,Budget,12,Snowy,,20,Sports Event,41,0,3.6,0,0.33139587950643346,0.1045344255757451,1,City Tour,19.0
1175,0.617445127101718,0.8549624858698506,0.8501185635909779,0.6667374380748409,Business,Budget,9,Cloudy,,14,Sports Event,79,0,4.1,78,0.36981529448121875,0.7023001816522699,44,Food Experience,30.0
1176,0.3882595759407389,0.01327592011751011,0.7393336657888449,0.6634360360904322,Solo,Mid-range,4,Snowy,,29,Food Carnival,46,1,4.9,70,0.7912138224868825,0.3933218032199255,30,Spa Package,11.0
1177,0.5968794894113231,0.9701520504871947,0.3639021035969594,0.6094481890485074,Solo,Budget,14,Rainy,,76,Wellness Expo,89,1,4.6,5,0.5372796851795936,0.9559940156729614,66,City Tour,34.0
1178,0.5333281419091919,0.33195959565731303,0.3714023201247173,0.5092487204309477,Couple,Mid-range,4,Snowy,,43,Food Carnival,36,1,4.0,29,0.4220651946930979,0.10018620018923952,21,Adventure Trek,13.0
1179,0.9947039689891697,0.17916453014964684,0.8935311775597311,0.3428364119240477,Business,Budget,3,Cloudy,,89,Sports Event,64,1,4.8,18,0.370766476814941,0.06653976805416639,77,Indoor Wellness Retreat,19.0
1180,0.19594133096316024,0.4831198505390679,0.578702049023449,0.7921379911215272,Couple,Budget,8,Sunny,,34,Sports Event,63,1,5.0,0,0.47918224440329193,0.7245705888993426,65,Cultural Museum Visit,33.0
1181,0.13716952058544196,0.21433655814586106,0.19485286662676715,0.22152451030782372,Solo,Mid-range,9,Snowy,,31,Music Festival,24,0,5.0,36,0.45939814455125083,0.09003310224915761,62,Spa Package,23.0
1182,0.296908504406898,0.01568004077370888,0.2514248080349144,0.6728906852777787,Family,Mid-range,11,Cloudy,,79,Food Carnival,65,0,3.7,1,0.4941162532877107,0.45697718622791095,86,Spa Package,28.0
1183,0.30636629554596484,0.9911321194214475,0.5182783389917651,0.17194664816741845,Solo,Mid-range,6,Sunny,,42,Sports Event,51,1,3.6,93,0.9670722529666861,0.27515368952258423,74,Adventure Trek,30.0
1184,0.18362868529317888,0.8558449182182278,0.34326396322010877,0.4520916205992781,Solo,Luxury,3,Rainy,,66,Music Festival,56,1,3.9,38,0.1930390719439138,0.739793523937915,21,City Tour,33.0
1185,0.21672243310377892,0.05095859257328139,0.48586313753871935,0.10182970138113612,Family,Luxury,12,Rainy,,42,Music Festival,30,0,4.2,28,0.4752363446278718,0.4358286154258304,63,Indoor Wellness Retreat,32.0
1186,0.6086704170625179,0.09967722346420849,0.9212646859029472,0.2388250828584496,Couple,Budget,9,Rainy,,88,Wellness Expo,77,1,4.4,10,0.48951440457261863,0.5984942629325026,50,City Tour,20.0
1187,0.8418749814379569,0.005916902546712066,0.3124658127242379,0.08932602854466976,Family,Luxury,12,Sunny,,56,Sports Event,63,0,3.6,70,0.9161845062846472,0.03334980245529662,67,Food Experience,27.0
1188,0.43365315379653935,0.5716332103451596,0.5907663330987702,0.7452374151840452,Couple,Budget,6,Sunny,,98,Sports Event,29,1,4.5,68,0.30130292000008585,0.3108640267705418,39,City Tour,20.0
1189,0.7758933215011267,0.6967363640055861,0.9149990705498099,0.839849275745407,Business,Mid-range,1,Snowy,,7,Music Festival,23,0,3.9,43,0.28704454619673936,0.8598040467265469,87,Adventure Trek,26.0
1190,0.5065657914390479,0.8793078390725751,0.5310140372503657,0.8119139067251705,Family,Luxury,9,Cloudy,,15,Music Festival,41,1,4.8,53,0.5994241724700834,0.12925719073584008,46,Spa Package,37.0
1191,0.7235316231841477,0.19145547456938772,0.005610051067330146,0.3499803243877644,Family,Budget,9,Rainy,,53,Music Festival,14,1,3.5,76,0.7601969912329983,0.8983686452579416,36,Adventure Trek,12.0
1192,0.2064002944728306,0.7375142892633537,0.5598069522395279,0.7383412592100815,Solo,Budget,14,Rainy,,2,Food Carnival,46,0,4.1,5,0.08375362717789914,0.838416474529393,6,Cultural Museum Visit,17.0
1193,0.6597756868796352,0.4412931220758607,0.7911192817158799,0.7509031897216111,Business,Luxury,14,Snowy,,79,Food Carnival,72,1,3.9,46,0.016661896119661068,0.824718280260113,69,Indoor Wellness Retreat,25.0
1194,0.16667294213923312,0.05790975772561402,0.8431680092334579,0.9453145540992082,Couple,Budget,3,Sunny,,37,Cultural Fair,79,1,3.7,66,0.9784809655658339,0.37673698476357376,86,Adventure Trek,29.0
1195,0.24966701296411864,0.9757848466171279,0.46195475099234506,0.24708325224582894,Couple,Luxury,2,Sunny,,32,Wellness Expo,75,1,4.5,48,0.36001954925780133,0.8707148856234491,92,Adventure Trek,32.0
1196,0.528156653917303,0.41123756602791917,0.800455110917863,0.6865463627579101,Couple,Budget,9,Snowy,,56,Music Festival,51,0,4.1,98,0.4031676292145512,0.9219653460923345,36,Adventure Trek,39.0
1197,0.6203042908003816,0.2755972583261065,0.18315151634835192,0.9213129312583275,Family,Budget,5,Snowy,,86,Music Festival,91,1,3.9,81,0.05383342729934182,0.6659588873363174,46,Cultural Museum Visit,10.0
1198,0.24914988211127975,0.7061216227878989,0.26683532047885594,0.3237320850189682,Couple,Luxury,12,Rainy,,10,Cultural Fair,16,0,4.3,80,0.30225871783703306,0.40657208226885666,19,Cultural Museum Visit,14.0
1199,0.6740720354532509,0.04983866305230589,0.4203080374424093,0.7165823182371986,Business,Luxury,2,Cloudy,,3,Sports Event,73,1,3.8,81,0.6807295385035146,0.9950113052924487,42,City Tour,18.0
1200,0.9005814853147289,0.1584234760305414,0.6386408659879768,0.6066609256623968,Couple,Budget,4,Snowy,,65,Music Festival,58,0,3.9,6,0.7283834342885249,0.5569944516386358,4,Adventure Trek,22.0
1201,0.0037327279345799047,0.797977449737473,0.2503382631045846,0.9157963055408074,Business,Luxury,9,Rainy,,56,Wellness Expo,12,1,4.7,82,0.48603394132401856,0.7628848757481219,4,Cultural Museum Visit,12.0
1202,0.031680083016387695,0.4404815564902973,0.8064478863147123,0.6773699328124703,Family,Mid-range,5,Cloudy,,39,Food Carnival,45,0,4.9,78,0.33000441398357605,0.21243663530232448,61,Food Experience,15.0
1203,0.1330690327906009,0.9453296144857515,0.7238495664071405,0.5022273025907118,Family,Luxury,11,Snowy,,11,Food Carnival,13,0,4.6,29,0.9639995727666917,0.421065300366828,99,City Tour,30.0
1204,0.4127909097201645,0.46907997454253836,0.04153611772767585,0.2549419502385415,Couple,Budget,6,Cloudy,,84,Wellness Expo,78,1,4.4,73,0.3264893369746158,0.992341289815548,80,Food Experience,31.0
1205,0.8310232688584195,0.5884447139355389,0.5143204657610987,0.7647123478538173,Business,Budget,2,Sunny,,71,Wellness Expo,26,0,4.2,26,0.058942184602611025,0.6656159966718231,92,Spa Package,38.0
1206,0.5833935798276093,0.5448193711826914,0.1880714983679509,0.45823858596771805,Solo,Mid-range,2,Snowy,,84,Music Festival,94,1,4.9,96,0.9791555120304832,0.26421788697650095,6,Adventure Trek,12.0
1207,0.9216655233481323,0.7299997164893426,0.8899366955616863,0.45330709817383075,Business,Budget,3,Snowy,,97,Sports Event,75,0,3.6,75,0.6247743782129612,0.8289103478518707,22,Spa Package,31.0
1208,0.29457756266243684,0.06043876320993091,0.6756990706508262,0.09551691727927347,Business,Budget,13,Rainy,,60,Music Festival,35,0,4.2,51,0.9610129512733069,0.6833534063673775,26,Cultural Museum Visit,21.0
1209,0.3753429596566872,0.8688595747179342,0.6781494689778202,0.40253467812816857,Solo,Luxury,13,Snowy,,13,Food Carnival,95,0,4.8,32,0.7324966416924629,0.42963187049449525,0,Spa Package,26.0
1210,0.6365930932897802,0.2022725760665276,0.7520982119127352,0.362867234170153,Couple,Luxury,8,Snowy,,38,Sports Event,83,1,3.7,47,0.15292134926580214,0.6537024958243651,35,Food Experience,29.0
1211,0.7759265289790818,0.8044448757018084,0.049406754797740704,0.9105332764622924,Couple,Mid-range,13,Rainy,,45,Wellness Expo,82,1,4.7,18,0.448780744679824,0.03691975251378399,90,Adventure Trek,32.0
1212,0.6528964479288267,0.2226622664463529,0.6059220515996243,0.21417916817992433,Solo,Luxury,6,Rainy,,6,Cultural Fair,32,0,3.7,47,0.6473094053675308,0.4234773251162228,38,City Tour,15.0
1213,0.42910388198548644,0.6649338635641057,0.5433695557675317,0.6087616815449993,Business,Mid-range,11,Rainy,,13,Wellness Expo,2,1,4.9,25,0.33209701929810054,0.9008104745912857,96,Cultural Museum Visit,31.0
1214,0.46502610164836533,0.7368224593918662,0.01410229088375925,0.7567327375545615,Family,Budget,12,Snowy,,94,Food Carnival,13,1,4.7,56,0.4818146939417084,0.01776112335497304,91,Cultural Museum Visit,21.0
1215,0.724534135414469,0.7903307306109387,0.8170744529069994,0.0734283835651236,Solo,Luxury,2,Cloudy,,35,Cultural Fair,35,1,4.8,84,0.14475780616753775,0.3713370391763102,88,Adventure Trek,16.0
1216,0.9409781933657062,0.3338015509676079,0.7052734638402075,0.1623583023507411,Family,Mid-range,14,Rainy,,91,Cultural Fair,69,1,5.0,22,0.19518555841243468,0.7643871550117242,29,Adventure Trek,29.0
1217,0.4122335380289026,0.5590342991315004,0.6828013810891334,0.6417785691764546,Couple,Budget,13,Rainy,,87,Sports Event,64,0,4.0,20,0.11027951031421157,0.3262607676817483,9,Indoor Wellness Retreat,34.0
1218,0.9821040661348572,0.13312846298079595,0.48989777044623795,0.4721925930374208,Couple,Budget,6,Rainy,,33,Wellness Expo,81,0,3.6,36,0.04437190864616458,0.056553004611774704,6,City Tour,35.0
1219,0.16373131323758372,0.8019581611842581,0.18322210732213906,0.09581787200874547,Family,Budget,10,Snowy,,90,Sports Event,64,1,4.1,80,0.06503138663565822,0.9949550916132694,86,Indoor Wellness Retreat,30.0
1220,0.219812864831037,0.9560761730833172,0.6344666764588053,0.10215756170539947,Couple,Budget,14,Rainy,,49,Music Festival,93,0,4.3,29,0.8340468290334406,0.47041309228313954,63,Spa Package,38.0
1221,0.5582651479552355,0.24589085912356368,0.4003403272944557,0.9354435826161961,Family,Luxury,12,Sunny,,66,Wellness Expo,74,0,4.9,53,0.023879525999940365,0.38991680748480384,54,Cultural Museum Visit,33.0
1222,0.26579313634506774,0.4526729837230016,0.3716828754316309,0.6685182725384384,Family,Luxury,1,Sunny,,91,Food Carnival,63,0,4.3,98,0.37759067370394317,0.2373314987901115,87,Food Experience,14.0
1223,0.18379604296647345,0.38710730674478855,0.45446230539521915,0.46729036088998854,Solo,Budget,1,Snowy,,81,Sports Event,87,0,4.7,63,0.6152687448913292,0.13970107356641936,66,Indoor Wellness Retreat,27.0
1224,0.2768074632941342,0.44339261228435,0.17716362028064014,0.18588860457987688,Couple,Luxury,8,Cloudy,,34,Music Festival,32,1,3.7,14,0.9713554715859873,0.5638459607606484,59,Spa Package,18.0
1225,0.9463907876982662,0.8767995364181809,0.319457564123963,0.09580906876830053,Business,Luxury,12,Snowy,,9,Wellness Expo,57,0,4.0,10,0.9486172696220698,0.8214456624884029,68,Indoor Wellness Retreat,39.0
1226,0.28319254565881347,0.5753014659994786,0.9126330472322381,0.9592896567000707,Solo,Mid-range,8,Sunny,,25,Sports Event,17,0,3.6,3,0.9736451636561628,0.45330534852490556,99,City Tour,12.0
1227,0.6966312500437857,0.8479686398464419,0.07695147299424043,0.9878285864332396,Business,Budget,5,Snowy,,96,Sports Event,24,1,4.0,81,0.1887436613745378,0.7906838894317794,90,Cultural Museum Visit,10.0
1228,0.7619900639575259,0.6624929708151709,0.28199310724742854,0.22159830054198437,Couple,Mid-range,7,Cloudy,,58,Cultural Fair,1,1,3.6,11,0.8816853228889687,0.46990126741079863,56,Food Experience,10.0
1229,0.2946546817388189,0.26665391588119036,0.8145834993947442,0.16149470969331192,Solo,Budget,8,Snowy,,57,Sports Event,25,1,5.0,34,0.20364424120082036,0.6581989901891234,26,City Tour,10.0
1230,0.5612960839699969,0.044955817923116204,0.3415220600936302,0.7649410997911887,Couple,Budget,3,Rainy,,69,Sports Event,59,0,4.9,1,0.4385320746566572,0.7464507568726932,57,Food Experience,18.0
1231,0.39219479973390925,0.7074682950969435,0.6968009416973543,0.4108044779882557,Business,Mid-range,14,Snowy,,74,Wellness Expo,3,1,3.6,34,0.23552053349616964,0.8470155905382264,81,Cultural Museum Visit,15.0
1232,0.7993846334424097,0.9736468561485885,0.7821143437861131,0.12086876133654689,Business,Luxury,3,Snowy,,81,Music Festival,9,1,4.2,74,0.0395928238506561,0.9354375965875366,87,Food Experience,25.0
1233,0.9495446425748171,0.5528199009902568,0.5183004071362133,0.5770856170462572,Couple,Budget,12,Sunny,,78,Sports Event,91,1,3.5,9,0.7679151129843441,0.25364511878322016,49,Spa Package,21.0
1234,0.4078421613170454,0.7369293567619436,0.47659954382036596,0.3382042978454959,Business,Budget,3,Snowy,,26,Cultural Fair,94,1,4.0,17,0.8915965975492014,0.4553287211089895,19,Adventure Trek,36.0
1235,0.9863631925440807,0.026752295588898467,0.04585800697667808,0.7424250654357146,Couple,Mid-range,11,Rainy,,9,Music Festival,57,1,3.8,71,0.8955513726635155,0.10544072358911183,21,Cultural Museum Visit,17.0
1236,0.2676566639048463,0.9602857921609083,0.43213692066528286,0.9287759357654647,Business,Budget,4,Cloudy,,84,Food Carnival,13,1,4.2,60,0.6237229240073254,0.25804653725245286,99,Cultural Museum Visit,18.0
1237,0.6156861033427915,0.7888111682743549,0.694810232609188,0.07609320858254842,Business,Budget,13,Rainy,,5,Sports Event,68,0,4.1,94,0.1449149530885041,0.47282008380489216,58,Adventure Trek,33.0
1238,0.8613569186540737,0.6805318727174955,0.8918559835147565,0.988452216075428,Business,Mid-range,11,Cloudy,,44,Music Festival,56,1,4.8,84,0.8306792445661473,0.13356888047531978,8,Food Experience,19.0
1239,0.7373631977617326,0.8430658034614701,0.6168883519756376,0.16246922966546828,Solo,Budget,13,Sunny,,6,Sports Event,99,1,4.0,27,0.30503049914357716,0.36500956325303513,11,City Tour,29.0
1240,0.32378574494105894,0.9921999121068434,0.5900217857398712,0.24645837628005862,Business,Luxury,5,Cloudy,,98,Food Carnival,31,1,4.3,81,0.41136921677159677,0.3086058831088495,20,City Tour,22.0
1241,0.06366288051885194,0.3321240431765984,0.3914510330175677,0.5191182553402286,Business,Luxury,3,Cloudy,,90,Music Festival,45,1,4.4,64,0.3881413175761106,0.1420118692323643,43,Food Experience,39.0
1242,0.22926316878039055,0.9285766835863484,0.31016474388833926,0.9761505794143067,Family,Budget,9,Snowy,,96,Food Carnival,60,1,4.3,74,0.1847844190181246,0.545272640665853,43,Food Experience,26.0
1243,0.2111243206673985,0.4172821127692895,0.25036746679612276,0.5177170511228146,Couple,Budget,6,Cloudy,,27,Food Carnival,17,0,4.9,49,0.3725609701917998,0.037918175759157347,59,Food Experience,26.0
1244,0.9624290103794616,0.1308437955178302,0.008589689356432118,0.01845299361090369,Business,Mid-range,3,Snowy,,83,Sports Event,93,1,3.7,39,0.5481837120355569,0.3740524919967274,55,City Tour,19.0
1245,0.9855712269164427,0.18371804583344475,0.3462181074219409,0.019543739484281786,Business,Luxury,7,Cloudy,,46,Wellness Expo,48,0,3.6,36,0.15777631848163232,0.4649498276980941,89,Adventure Trek,27.0
1246,0.471648884056477,0.5528192748343864,0.8174063471370459,0.08711380824131087,Family,Mid-range,12,Snowy,,24,Music Festival,46,0,3.7,45,0.02359590874599382,0.22186264038977055,54,Cultural Museum Visit,39.0
1247,0.8653600901219703,0.5149055827683946,0.03184590757062733,0.45640897878213293,Solo,Budget,7,Snowy,,57,Sports Event,15,0,3.5,18,0.5002459661527615,0.5968027561168506,45,Spa Package,26.0
1248,0.020903786856456996,0.42419544619348293,0.673747911532804,0.6024302303874046,Family,Budget,2,Snowy,,67,Music Festival,79,1,4.5,56,0.448860174123462,0.06518226446907127,20,City Tour,17.0
1249,0.6194260109728486,0.4702232334854808,0.8956576638230346,0.6278518136758844,Solo,Mid-range,14,Snowy,,56,Food Carnival,63,0,3.5,42,0.7583670713219681,0.6581848349701024,59,Indoor Wellness Retreat,23.0
1250,0.7861692749206942,0.07955632206286556,0.8837068987588258,0.10833175231485026,Family,Mid-range,14,Rainy,,79,Wellness Expo,53,0,4.5,94,0.6454493481331982,0.6758184429670834,71,City Tour,12.0
1251,0.837865128075993,0.5091197414978874,0.5012799168914519,0.2997010202251128,Solo,Luxury,1,Snowy,,59,Sports Event,92,0,4.7,58,0.6402238860297269,0.7752326694536644,46,Cultural Museum Visit,31.0
1252,0.9938525105975411,0.5003328086969085,0.2974623828157148,0.3063799956331209,Couple,Mid-range,11,Sunny,,43,Music Festival,63,0,4.6,54,0.12034143547908216,0.8441883063227806,1,Adventure Trek,20.0
1253,0.03987699240974529,0.9235661301200162,0.24662233249109466,0.0667748526998545,Family,Budget,5,Sunny,,67,Sports Event,14,1,4.0,23,0.20466870656392988,0.44258541317623457,14,City Tour,35.0
1254,0.7039958710151741,0.45028415841472036,0.42039748430542556,0.45848509660563086,Family,Mid-range,3,Sunny,,73,Food Carnival,52,0,4.1,4,0.5037886951467387,0.9314384603910124,69,Food Experience,30.0
1255,0.7045303429717262,0.5534910170085617,0.6498301897620131,0.9436449314912361,Solo,Luxury,9,Rainy,,82,Music Festival,91,0,4.0,50,0.8263973159139146,0.07368522133493138,29,Indoor Wellness Retreat,14.0
1256,0.6584949731128641,0.9388152520828097,0.2880641595143084,0.32091224292789555,Solo,Budget,13,Sunny,,27,Sports Event,7,0,3.9,8,0.9504480338193226,0.7127861972637226,64,Food Experience,34.0
1257,0.11187433900077692,0.2858536866172944,0.05127477568706984,0.40318229839074926,Family,Mid-range,5,Snowy,,49,Music Festival,52,1,4.0,40,0.3913554596997336,0.2929949838447915,30,Indoor Wellness Retreat,24.0
1258,0.4537214878458281,0.613386230372396,0.09086024789074043,0.7697352350661424,Solo,Budget,3,Rainy,,86,Sports Event,74,0,4.8,64,0.4262505033877685,0.09135522457665957,19,Spa Package,17.0
1259,0.13952179205522242,0.6463929858239098,0.09461680273994189,0.5128301217820773,Couple,Budget,10,Rainy,,13,Wellness Expo,67,0,4.7,40,0.29852502212476684,0.5661767563369268,26,Spa Package,22.0
1260,0.5172261339974159,0.14019752413451003,0.5421230604645175,0.7697239151711558,Business,Mid-range,10,Sunny,,68,Cultural Fair,88,1,3.9,51,0.17823746934712337,0.5417340425150344,41,City Tour,21.0
1261,0.6600801827693237,0.2835077948357898,0.95527994468042,0.6761630264667842,Business,Luxury,9,Cloudy,,38,Wellness Expo,56,0,3.8,12,0.630725978352735,0.9580203393402168,63,Spa Package,14.0
1262,0.636263051114981,0.3965358016755317,0.3323161381009022,0.26662694988259406,Business,Mid-range,7,Sunny,,31,Music Festival,50,1,3.9,17,0.40113477009177156,0.1690882275786093,11,Indoor Wellness Retreat,17.0
